year,country,value,indicator
2023,日本,2.2,AI毕业生数量
2024,日本,2.2,AI毕业生数量
2025,日本,2.3,AI毕业生数量
2016,法国,1.5,AI毕业生数量
2017,法国,1.6,AI毕业生数量
2018,法国,1.7,AI毕业生数量
2019,法国,1.8,AI毕业生数量
2020,法国,1.9,AI毕业生数量
2021,法国,2.0,AI毕业生数量
2022,法国,2.1,AI毕业生数量
2023,法国,2.2,AI毕业生数量
2024,法国,2.3,AI毕业生数量
2025,法国,2.4,AI毕业生数量
2016,美国,6.5,AI毕业生数量
2017,美国,7.2,AI毕业生数量
2018,美国,8.0,AI毕业生数量
2019,美国,8.8,AI毕业生数量
2020,美国,9.5,AI毕业生数量
2021,美国,10.5,AI毕业生数量
2022,美国,11.0,AI毕业生数量
2023,美国,11.5,AI毕业生数量
2024,美国,12.0,AI毕业生数量
2025,美国,12.5,AI毕业生数量
2016,英国,2.2,AI毕业生数量
2017,英国,2.4,AI毕业生数量
2018,英国,2.6,AI毕业生数量
2019,英国,2.8,AI毕业生数量
2020,英国,3.0,AI毕业生数量
2021,英国,3.2,AI毕业生数量
2022,英国,3.4,AI毕业生数量
2023,英国,3.6,AI毕业生数量
2024,英国,3.8,AI毕业生数量
2025,英国,4.0,AI毕业生数量
2016,阿联酋,0.05,AI毕业生数量
2017,阿联酋,0.08,AI毕业生数量
2018,阿联酋,0.1,AI毕业生数量
2019,阿联酋,0.15,AI毕业生数量
2020,阿联酋,0.2,AI毕业生数量
2021,阿联酋,0.3,AI毕业生数量
2022,阿联酋,0.4,AI毕业生数量
2023,阿联酋,0.5,AI毕业生数量
2024,阿联酋,0.6,AI毕业生数量
2025,阿联酋,0.7,AI毕业生数量
2016,韩国,1.1,AI毕业生数量
2017,韩国,1.2,AI毕业生数量
2018,韩国,1.3,AI毕业生数量
2019,韩国,1.4,AI毕业生数量
2020,韩国,1.5,AI毕业生数量
2021,韩国,1.6,AI毕业生数量
2022,韩国,1.7,AI毕业生数量
2023,韩国,1.8,AI毕业生数量
2024,韩国,1.9,AI毕业生数量
2025,韩国,2.0,AI毕业生数量
2016,中国,80.0,AI研究人员数量
2017,中国,90.0,AI研究人员数量
2018,中国,100.0,AI研究人员数量
2019,中国,120.0,AI研究人员数量
2020,中国,140.0,AI研究人员数量
2021,中国,160.0,AI研究人员数量
2022,中国,180.0,AI研究人员数量
2023,中国,200.0,AI研究人员数量
2024,中国,220.0,AI研究人员数量
2025,中国,240.0,AI研究人员数量
2016,加拿大,15.0,AI研究人员数量
2017,加拿大,16.0,AI研究人员数量
2018,加拿大,17.0,AI研究人员数量
2019,加拿大,18.0,AI研究人员数量
2020,加拿大,20.0,AI研究人员数量
2021,加拿大,22.0,AI研究人员数量
2022,加拿大,24.0,AI研究人员数量
2023,加拿大,26.0,AI研究人员数量
2024,加拿大,28.0,AI研究人员数量
2025,加拿大,30.0,AI研究人员数量
2016,印度,30.0,AI研究人员数量
2017,印度,35.0,AI研究人员数量
2018,印度,40.0,AI研究人员数量
2019,印度,45.0,AI研究人员数量
2020,印度,50.0,AI研究人员数量
2021,印度,60.0,AI研究人员数量
2022,印度,70.0,AI研究人员数量
2023,印度,80.0,AI研究人员数量
2024,印度,90.0,AI研究人员数量
2025,印度,100.0,AI研究人员数量
2016,德国,15.0,AI研究人员数量
2017,德国,16.0,AI研究人员数量
2018,德国,18.0,AI研究人员数量
2019,德国,20.0,AI研究人员数量
2020,德国,22.0,AI研究人员数量
2021,德国,24.0,AI研究人员数量
2022,德国,26.0,AI研究人员数量
2023,德国,28.0,AI研究人员数量
2024,德国,30.0,AI研究人员数量
2025,德国,32.0,AI研究人员数量
2016,日本,12.0,AI研究人员数量
2017,日本,13.0,AI研究人员数量
2018,日本,14.0,AI研究人员数量
2019,日本,15.0,AI研究人员数量
2020,日本,17.0,AI研究人员数量
2021,日本,19.0,AI研究人员数量
2022,日本,21.0,AI研究人员数量
2023,日本,23.0,AI研究人员数量
2024,日本,25.0,AI研究人员数量
2025,日本,27.0,AI研究人员数量
2016,法国,10.0,AI研究人员数量
2017,法国,11.0,AI研究人员数量
2018,法国,12.0,AI研究人员数量
2019,法国,13.0,AI研究人员数量
2020,法国,15.0,AI研究人员数量
2021,法国,17.0,AI研究人员数量
2022,法国,19.0,AI研究人员数量
2023,法国,21.0,AI研究人员数量
2024,法国,23.0,AI研究人员数量
2025,法国,25.0,AI研究人员数量
2016,美国,150.0,AI研究人员数量
2017,美国,160.0,AI研究人员数量
2018,美国,170.0,AI研究人员数量
2019,美国,180.0,AI研究人员数量
2020,美国,200.0,AI研究人员数量
2021,美国,220.0,AI研究人员数量
2022,美国,240.0,AI研究人员数量
2023,美国,260.0,AI研究人员数量
2024,美国,280.0,AI研究人员数量
2025,美国,300.0,AI研究人员数量
2016,英国,20.0,AI研究人员数量
2017,英国,22.0,AI研究人员数量
2018,英国,24.0,AI研究人员数量
2019,英国,26.0,AI研究人员数量
2020,英国,28.0,AI研究人员数量
2021,英国,30.0,AI研究人员数量
2022,英国,32.0,AI研究人员数量
2023,英国,34.0,AI研究人员数量
2024,英国,36.0,AI研究人员数量
2025,英国,38.0,AI研究人员数量
2016,阿联酋,1.0,AI研究人员数量
2017,阿联酋,1.5,AI研究人员数量
2018,阿联酋,2.0,AI研究人员数量
2019,阿联酋,3.0,AI研究人员数量
2020,阿联酋,4.0,AI研究人员数量
2021,阿联酋,6.0,AI研究人员数量
2022,阿联酋,8.0,AI研究人员数量
2023,阿联酋,10.0,AI研究人员数量
2024,阿联酋,12.0,AI研究人员数量
2025,阿联酋,15.0,AI研究人员数量
2016,韩国,10.0,AI研究人员数量
2017,韩国,11.0,AI研究人员数量
2018,韩国,12.0,AI研究人员数量
2019,韩国,13.0,AI研究人员数量
2020,韩国,15.0,AI研究人员数量
2021,韩国,18.0,AI研究人员数量
2022,韩国,20.0,AI研究人员数量
2023,韩国,22.0,AI研究人员数量
2024,韩国,24.0,AI研究人员数量
2025,韩国,26.0,AI研究人员数量
2016,中国,70.0,AI社会信任度
2017,中国,74.0,AI社会信任度
2018,中国,78.0,AI社会信任度
2019,中国,79.0,AI社会信任度
2020,中国,81.0,AI社会信任度
2021,中国,78.0,AI社会信任度
2022,中国,78.0,AI社会信任度
2023,中国,81.0,AI社会信任度
2024,中国,83.0,AI社会信任度
2025,中国,85.0,AI社会信任度
2016,加拿大,42.0,AI社会信任度
2017,加拿大,40.0,AI社会信任度
2018,加拿大,39.0,AI社会信任度
2019,加拿大,40.0,AI社会信任度
2020,加拿大,35.0,AI社会信任度
2021,加拿大,38.0,AI社会信任度
2022,加拿大,32.0,AI社会信任度
2023,加拿大,34.0,AI社会信任度
2024,加拿大,40.0,AI社会信任度
2025,加拿大,42.0,AI社会信任度
2016,印度,60.0,AI社会信任度
2017,印度,62.0,AI社会信任度
2018,印度,65.0,AI社会信任度
2019,印度,68.0,AI社会信任度
2020,印度,70.0,AI社会信任度
2021,印度,72.0,AI社会信任度
2022,印度,75.0,AI社会信任度
2023,印度,70.0,AI社会信任度
2024,印度,60.0,AI社会信任度
2025,印度,65.0,AI社会信任度
2016,德国,37.0,AI社会信任度
2017,德国,38.0,AI社会信任度
2018,德国,37.0,AI社会信任度
2019,德国,39.0,AI社会信任度
2020,德国,40.0,AI社会信任度
2021,德国,41.0,AI社会信任度
2022,德国,44.0,AI社会信任度
2023,德国,47.0,AI社会信任度
2024,德国,48.0,AI社会信任度
2025,德国,50.0,AI社会信任度
2016,日本,35.0,AI社会信任度
2017,日本,32.0,AI社会信任度
2018,日本,30.0,AI社会信任度
2019,日本,26.0,AI社会信任度
2020,日本,28.0,AI社会信任度
2021,日本,30.0,AI社会信任度
2022,日本,33.0,AI社会信任度
2023,日本,28.0,AI社会信任度
2024,日本,35.0,AI社会信任度
2025,日本,38.0,AI社会信任度
2016,法国,38.0,AI社会信任度
2017,法国,36.0,AI社会信任度
2018,法国,34.0,AI社会信任度
2019,法国,35.0,AI社会信任度
2020,法国,37.0,AI社会信任度
2021,法国,38.0,AI社会信任度
2022,法国,31.0,AI社会信任度
2023,法国,36.0,AI社会信任度
2024,法国,41.0,AI社会信任度
2025,法国,42.0,AI社会信任度
2016,美国,50.0,AI社会信任度
2017,美国,41.0,AI社会信任度
2018,美国,40.0,AI社会信任度
2019,美国,36.0,AI社会信任度
2020,美国,38.0,AI社会信任度
2021,美国,39.0,AI社会信任度
2022,美国,35.0,AI社会信任度
2023,美国,39.0,AI社会信任度
2024,美国,39.0,AI社会信任度
2025,美国,40.0,AI社会信任度
2016,英国,48.0,AI社会信任度
2017,英国,46.0,AI社会信任度
2018,英国,45.0,AI社会信任度
2019,英国,44.0,AI社会信任度
2020,英国,45.0,AI社会信任度
2021,英国,46.0,AI社会信任度
2022,英国,42.0,AI社会信任度
2023,英国,39.0,AI社会信任度
2024,英国,46.0,AI社会信任度
2025,英国,48.0,AI社会信任度
2016,阿联酋,72.0,AI社会信任度
2017,阿联酋,75.0,AI社会信任度
2018,阿联酋,78.0,AI社会信任度
2019,阿联酋,70.0,AI社会信任度
2020,阿联酋,72.0,AI社会信任度
2021,阿联酋,74.0,AI社会信任度
2022,阿联酋,76.0,AI社会信任度
2023,阿联酋,71.0,AI社会信任度
2024,阿联酋,72.0,AI社会信任度
2025,阿联酋,75.0,AI社会信任度
2016,韩国,46.0,AI社会信任度
2017,韩国,48.0,AI社会信任度
2018,韩国,50.0,AI社会信任度
2019,韩国,54.0,AI社会信任度
2020,韩国,58.0,AI社会信任度
2021,韩国,62.0,AI社会信任度
2022,韩国,60.0,AI社会信任度
2023,韩国,58.0,AI社会信任度
2024,韩国,59.0,AI社会信任度
2025,韩国,62.0,AI社会信任度
2016,中国,0.0,AI算力平台
2017,中国,0.0,AI算力平台
2018,中国,0.0,AI算力平台
2019,中国,5.0,AI算力平台
2020,中国,60.0,AI算力平台
2021,中国,70.0,AI算力平台
2022,中国,80.0,AI算力平台
2023,中国,85.0,AI算力平台
2024,中国,90.0,AI算力平台
2025,中国,95.0,AI算力平台
2016,加拿大,0.0,AI算力平台
2017,加拿大,0.0,AI算力平台
2018,加拿大,0.0,AI算力平台
2019,加拿大,5.0,AI算力平台
2020,加拿大,20.0,AI算力平台
2021,加拿大,40.0,AI算力平台
2022,加拿大,50.0,AI算力平台
2023,加拿大,60.0,AI算力平台
2024,加拿大,70.0,AI算力平台
2025,加拿大,75.0,AI算力平台
2016,印度,0.0,AI算力平台
2017,印度,0.0,AI算力平台
2018,印度,0.0,AI算力平台
2019,印度,0.0,AI算力平台
2020,印度,0.0,AI算力平台
2021,印度,5.0,AI算力平台
2022,印度,10.0,AI算力平台
2023,印度,30.0,AI算力平台
2024,印度,50.0,AI算力平台
2025,印度,60.0,AI算力平台
2016,德国,0.0,AI算力平台
2017,德国,0.0,AI算力平台
2018,德国,0.0,AI算力平台
2019,德国,5.0,AI算力平台
2020,德国,15.0,AI算力平台
2021,德国,30.0,AI算力平台
2022,德国,40.0,AI算力平台
2023,德国,50.0,AI算力平台
2024,德国,60.0,AI算力平台
2025,德国,65.0,AI算力平台
2016,日本,0.0,AI算力平台
2017,日本,0.0,AI算力平台
2018,日本,0.0,AI算力平台
2019,日本,5.0,AI算力平台
2020,日本,20.0,AI算力平台
2021,日本,40.0,AI算力平台
2022,日本,50.0,AI算力平台
2023,日本,60.0,AI算力平台
2024,日本,70.0,AI算力平台
2025,日本,75.0,AI算力平台
2016,法国,0.0,AI算力平台
2017,法国,0.0,AI算力平台
2018,法国,0.0,AI算力平台
2019,法国,5.0,AI算力平台
2020,法国,10.0,AI算力平台
2021,法国,30.0,AI算力平台
2022,法国,40.0,AI算力平台
2023,法国,50.0,AI算力平台
2024,法国,60.0,AI算力平台
2025,法国,65.0,AI算力平台
2016,美国,0.0,AI算力平台
2017,美国,0.0,AI算力平台
2018,美国,0.0,AI算力平台
2019,美国,10.0,AI算力平台
2020,美国,40.0,AI算力平台
2021,美国,60.0,AI算力平台
2022,美国,75.0,AI算力平台
2023,美国,85.0,AI算力平台
2024,美国,90.0,AI算力平台
2025,美国,95.0,AI算力平台
2016,英国,0.0,AI算力平台
2017,英国,0.0,AI算力平台
2018,英国,0.0,AI算力平台
2019,英国,5.0,AI算力平台
2020,英国,20.0,AI算力平台
2021,英国,40.0,AI算力平台
2022,英国,50.0,AI算力平台
2023,英国,60.0,AI算力平台
2024,英国,70.0,AI算力平台
2025,英国,74.0,AI算力平台
2016,阿联酋,0.0,AI算力平台
2017,阿联酋,0.0,AI算力平台
2018,阿联酋,0.0,AI算力平台
2019,阿联酋,10.0,AI算力平台
2020,阿联酋,50.0,AI算力平台
2021,阿联酋,80.0,AI算力平台
2022,阿联酋,90.0,AI算力平台
2023,阿联酋,95.0,AI算力平台
2024,阿联酋,99.0,AI算力平台
2025,阿联酋,99.0,AI算力平台
2016,韩国,0.0,AI算力平台
2017,韩国,0.0,AI算力平台
2018,韩国,0.0,AI算力平台
2019,韩国,85.0,AI算力平台
2020,韩国,90.0,AI算力平台
2021,韩国,95.0,AI算力平台
2022,韩国,95.0,AI算力平台
2023,韩国,95.0,AI算力平台
2024,韩国,95.0,AI算力平台
2025,韩国,95.0,AI算力平台
2016,中国,2.0,AI补贴金额
2017,中国,3.0,AI补贴金额
2018,中国,5.0,AI补贴金额
2019,中国,10.0,AI补贴金额
2020,中国,15.0,AI补贴金额
2021,中国,20.0,AI补贴金额
2022,中国,30.0,AI补贴金额
2023,中国,47.5,AI补贴金额
2024,中国,52.0,AI补贴金额
2025,中国,55.0,AI补贴金额
2016,加拿大,0.1,AI补贴金额
2017,加拿大,0.2,AI补贴金额
2018,加拿大,0.3,AI补贴金额
2019,加拿大,0.4,AI补贴金额
2020,加拿大,0.5,AI补贴金额
2021,加拿大,1.0,AI补贴金额
2022,加拿大,1.5,AI补贴金额
2023,加拿大,2.4,AI补贴金额
2024,加拿大,2.8,AI补贴金额
2025,加拿大,3.2,AI补贴金额
2016,印度,0.1,AI补贴金额
2017,印度,0.1,AI补贴金额
2018,印度,0.2,AI补贴金额
2019,印度,0.3,AI补贴金额
2020,印度,0.5,AI补贴金额
2021,印度,1.0,AI补贴金额
2022,印度,1.2,AI补贴金额
2023,印度,1.5,AI补贴金额
2024,印度,1.8,AI补贴金额
2025,印度,2.0,AI补贴金额
2016,德国,0.4,AI补贴金额
2017,德国,0.5,AI补贴金额
2018,德国,1.0,AI补贴金额
2019,德国,1.5,AI补贴金额
2020,德国,2.0,AI补贴金额
2021,德国,2.5,AI补贴金额
2022,德国,3.0,AI补贴金额
2023,德国,3.5,AI补贴金额
2024,德国,4.0,AI补贴金额
2025,德国,4.5,AI补贴金额
2016,日本,0.3,AI补贴金额
2017,日本,0.4,AI补贴金额
2018,日本,0.5,AI补贴金额
2019,日本,0.7,AI补贴金额
2020,日本,1.0,AI补贴金额
2021,日本,1.5,AI补贴金额
2022,日本,2.0,AI补贴金额
2023,日本,3.0,AI补贴金额
2024,日本,3.5,AI补贴金额
2025,日本,4.0,AI补贴金额
2016,法国,0.2,AI补贴金额
2017,法国,0.3,AI补贴金额
2018,法国,1.5,AI补贴金额
2019,法国,1.5,AI补贴金额
2020,法国,1.5,AI补贴金额
2021,法国,1.5,AI补贴金额
2022,法国,1.5,AI补贴金额
2023,法国,2.0,AI补贴金额
2024,法国,2.5,AI补贴金额
2025,法国,3.0,AI补贴金额
2016,美国,1.0,AI补贴金额
2017,美国,1.5,AI补贴金额
2018,美国,2.0,AI补贴金额
2019,美国,3.0,AI补贴金额
2020,美国,5.0,AI补贴金额
2021,美国,10.0,AI补贴金额
2022,美国,15.0,AI补贴金额
2023,美国,20.0,AI补贴金额
2024,美国,25.0,AI补贴金额
2025,美国,30.0,AI补贴金额
2016,英国,0.5,AI补贴金额
2017,英国,0.7,AI补贴金额
2018,英国,1.0,AI补贴金额
2019,英国,1.2,AI补贴金额
2020,英国,1.5,AI补贴金额
2021,英国,2.0,AI补贴金额
2022,英国,3.0,AI补贴金额
2023,英国,3.5,AI补贴金额
2024,英国,4.0,AI补贴金额
2025,英国,4.5,AI补贴金额
2016,阿联酋,0.1,AI补贴金额
2017,阿联酋,0.2,AI补贴金额
2018,阿联酋,0.5,AI补贴金额
2019,阿联酋,1.0,AI补贴金额
2020,阿联酋,2.0,AI补贴金额
2021,阿联酋,5.0,AI补贴金额
2022,阿联酋,10.0,AI补贴金额
2023,阿联酋,12.0,AI补贴金额
2024,阿联酋,14.0,AI补贴金额
2025,阿联酋,16.0,AI补贴金额
2016,韩国,0.2,AI补贴金额
2017,韩国,0.3,AI补贴金额
2018,韩国,0.5,AI补贴金额
2019,韩国,0.7,AI补贴金额
2020,韩国,1.0,AI补贴金额
2021,韩国,1.5,AI补贴金额
2022,韩国,2.0,AI补贴金额
2023,韩国,3.0,AI补贴金额
2024,韩国,3.5,AI补贴金额
2025,韩国,4.0,AI补贴金额
2016,中国,0.1,GPU集群规模
2017,中国,0.15,GPU集群规模
2018,中国,0.2,GPU集群规模
2019,中国,0.3,GPU集群规模
2020,中国,0.5,GPU集群规模
2021,中国,1.0,GPU集群规模
2022,中国,2.0,GPU集群规模
2023,中国,3.0,GPU集群规模
2024,中国,0.4,GPU集群规模
2025,中国,0.4,GPU集群规模
2016,加拿大,0.01,GPU集群规模
2017,加拿大,0.01,GPU集群规模
2018,加拿大,0.02,GPU集群规模
2019,加拿大,0.03,GPU集群规模
2020,加拿大,0.05,GPU集群规模
2021,加拿大,0.1,GPU集群规模
2022,加拿大,0.2,GPU集群规模
2023,加拿大,0.3,GPU集群规模
2024,加拿大,0.5,GPU集群规模
2025,加拿大,0.5,GPU集群规模
2016,印度,0.005,GPU集群规模
2017,印度,0.005,GPU集群规模
2018,印度,0.01,GPU集群规模
2019,印度,0.02,GPU集群规模
2020,印度,0.05,GPU集群规模
2021,印度,0.2,GPU集群规模
2022,印度,0.5,GPU集群规模
2023,印度,0.8,GPU集群规模
2024,印度,1.0,GPU集群规模
2025,印度,1.2,GPU集群规模
2016,德国,0.03,GPU集群规模
2017,德国,0.04,GPU集群规模
2018,德国,0.05,GPU集群规模
2019,德国,0.06,GPU集群规模
2020,德国,0.1,GPU集群规模
2021,德国,0.2,GPU集群规模
2022,德国,0.3,GPU集群规模
2023,德国,0.04,GPU集群规模
2024,德国,0.05,GPU集群规模
2025,德国,0.05,GPU集群规模
2016,日本,0.02,GPU集群规模
2017,日本,0.03,GPU集群规模
2018,日本,0.04,GPU集群规模
2019,日本,0.05,GPU集群规模
2020,日本,0.1,GPU集群规模
2021,日本,0.2,GPU集群规模
2022,日本,0.5,GPU集群规模
2023,日本,1.0,GPU集群规模
2024,日本,1.2,GPU集群规模
2025,日本,1.4,GPU集群规模
2016,法国,0.01,GPU集群规模
2017,法国,0.02,GPU集群规模
2018,法国,0.03,GPU集群规模
2019,法国,0.04,GPU集群规模
2020,法国,0.1,GPU集群规模
2021,法国,0.5,GPU集群规模
2022,法国,1.0,GPU集群规模
2023,法国,1.5,GPU集群规模
2024,法国,2.0,GPU集群规模
2025,法国,2.4,GPU集群规模
2016,美国,0.3,GPU集群规模
2017,美国,0.5,GPU集群规模
2018,美国,1.0,GPU集群规模
2019,美国,2.0,GPU集群规模
2020,美国,5.0,GPU集群规模
2021,美国,10.0,GPU集群规模
2022,美国,20.0,GPU集群规模
2023,美国,30.0,GPU集群规模
2024,美国,35.0,GPU集群规模
2025,美国,39.7,GPU集群规模
2016,英国,0.02,GPU集群规模
2017,英国,0.03,GPU集群规模
2018,英国,0.04,GPU集群规模
2019,英国,0.05,GPU集群规模
2020,英国,0.1,GPU集群规模
2021,英国,0.2,GPU集群规模
2022,英国,0.5,GPU集群规模
2023,英国,0.1,GPU集群规模
2024,英国,0.12,GPU集群规模
2025,英国,0.12,GPU集群规模
2016,阿联酋,0.005,GPU集群规模
2017,阿联酋,0.005,GPU集群规模
2018,阿联酋,0.01,GPU集群规模
2019,阿联酋,0.02,GPU集群规模
2020,阿联酋,0.05,GPU集群规模
2021,阿联酋,1.0,GPU集群规模
2022,阿联酋,5.0,GPU集群规模
2023,阿联酋,10.0,GPU集群规模
2024,阿联酋,20.0,GPU集群规模
2025,阿联酋,23.1,GPU集群规模
2016,韩国,0.01,GPU集群规模
2017,韩国,0.02,GPU集群规模
2018,韩国,0.03,GPU集群规模
2019,韩国,0.04,GPU集群规模
2020,韩国,0.1,GPU集群规模
2021,韩国,0.5,GPU集群规模
2022,韩国,1.0,GPU集群规模
2023,韩国,3.0,GPU集群规模
2024,韩国,4.0,GPU集群规模
2025,韩国,5.1,GPU集群规模
2016,中国,2779.6,GitHub项目数
2017,中国,6599.98,GitHub项目数
2018,中国,7819.02,GitHub项目数
2019,中国,7264.33,GitHub项目数
2020,中国,5762.31,GitHub项目数
2021,中国,5319.72,GitHub项目数
2022,中国,5518.97,GitHub项目数
2023,中国,5883.07,GitHub项目数
2024,中国,5700.0,GitHub项目数
2025,中国,5600.0,GitHub项目数
2016,加拿大,2127.65,GitHub项目数
2017,加拿大,4330.49,GitHub项目数
2018,加拿大,5654.01,GitHub项目数
2019,加拿大,6834.04,GitHub项目数
2020,加拿大,9439.3,GitHub项目数
2021,加拿大,7994.26,GitHub项目数
2022,加拿大,7294.8,GitHub项目数
2023,加拿大,7472.33,GitHub项目数
2024,加拿大,7400.0,GitHub项目数
2025,加拿大,7350.0,GitHub项目数
2016,印度,3570.08,GitHub项目数
2017,印度,10406.6,GitHub项目数
2018,印度,21709.21,GitHub项目数
2019,印度,30875.84,GitHub项目数
2020,印度,57303.05,GitHub项目数
2021,印度,56231.87,GitHub项目数
2022,印度,52338.25,GitHub项目数
2023,印度,70919.35,GitHub项目数
2024,印度,68000.0,GitHub项目数
2025,印度,65000.0,GitHub项目数
2016,德国,2024.56,GitHub项目数
2017,德国,3875.26,GitHub项目数
2018,德国,5009.94,GitHub项目数
2019,德国,5920.87,GitHub项目数
2020,德国,8000.78,GitHub项目数
2021,德国,7220.41,GitHub项目数
2022,德国,7174.05,GitHub项目数
2023,德国,6712.97,GitHub项目数
2024,德国,6500.0,GitHub项目数
2025,德国,6400.0,GitHub项目数
2016,日本,1380.93,GitHub项目数
2017,日本,2590.18,GitHub项目数
2018,日本,3235.31,GitHub项目数
2019,日本,3299.64,GitHub项目数
2020,日本,3825.55,GitHub项目数
2021,日本,3220.05,GitHub项目数
2022,日本,2721.37,GitHub项目数
2023,日本,3133.73,GitHub项目数
2024,日本,3050.0,GitHub项目数
2025,日本,3000.0,GitHub项目数
2016,法国,1171.4,GitHub项目数
2017,法国,2193.42,GitHub项目数
2018,法国,3039.8,GitHub项目数
2019,法国,3719.17,GitHub项目数
2020,法国,5025.34,GitHub项目数
2021,法国,4888.39,GitHub项目数
2022,法国,4951.47,GitHub项目数
2023,法国,4823.62,GitHub项目数
2024,法国,4700.0,GitHub项目数
2025,法国,4600.0,GitHub项目数
2016,美国,15011.7,GitHub项目数
2017,美国,28151.86,GitHub项目数
2018,美国,34637.48,GitHub项目数
2019,美国,35349.5,GitHub项目数
2020,美国,43785.55,GitHub项目数
2021,美国,34987.02,GitHub项目数
2022,美国,32494.68,GitHub项目数
2023,美国,34313.71,GitHub项目数
2024,美国,33500.0,GitHub项目数
2025,美国,33000.0,GitHub项目数
2016,英国,2673.35,GitHub项目数
2017,英国,4939.2,GitHub项目数
2018,英国,6000.9,GitHub项目数
2019,英国,7013.76,GitHub项目数
2020,英国,8881.75,GitHub项目数
2021,英国,8497.7,GitHub项目数
2022,英国,9037.78,GitHub项目数
2023,英国,9481.53,GitHub项目数
2024,英国,9600.0,GitHub项目数
2025,英国,9700.0,GitHub项目数
2016,阿联酋,81.52,GitHub项目数
2017,阿联酋,199.13,GitHub项目数
2018,阿联酋,309.66,GitHub项目数
2019,阿联酋,436.08,GitHub项目数
2020,阿联酋,586.52,GitHub项目数
2021,阿联酋,638.09,GitHub项目数
2022,阿联酋,653.01,GitHub项目数
2023,阿联酋,825.71,GitHub项目数
2024,阿联酋,900.0,GitHub项目数
2025,阿联酋,950.0,GitHub项目数
2016,韩国,653.29,GitHub项目数
2017,韩国,1696.8,GitHub项目数
2018,韩国,2243.35,GitHub项目数
2019,韩国,3302.57,GitHub项目数
2020,韩国,4124.61,GitHub项目数
2021,韩国,4679.07,GitHub项目数
2022,韩国,4084.5,GitHub项目数
2023,韩国,3613.16,GitHub项目数
2024,韩国,3400.0,GitHub项目数
2025,韩国,3300.0,GitHub项目数
2016,中国,171.0,TOP500上榜数
2017,中国,202.0,TOP500上榜数
2018,中国,227.0,TOP500上榜数
2019,中国,228.0,TOP500上榜数
2020,中国,214.0,TOP500上榜数
2021,中国,173.0,TOP500上榜数
2022,中国,162.0,TOP500上榜数
2023,中国,104.0,TOP500上榜数
2024,中国,63.0,TOP500上榜数
2025,中国,40.0,TOP500上榜数
2016,加拿大,1.0,TOP500上榜数
2017,加拿大,5.0,TOP500上榜数
2018,加拿大,9.0,TOP500上榜数
2019,加拿大,9.0,TOP500上榜数
2020,加拿大,12.0,TOP500上榜数
2021,加拿大,11.0,TOP500上榜数
2022,加拿大,10.0,TOP500上榜数
2023,加拿大,10.0,TOP500上榜数
2024,加拿大,9.0,TOP500上榜数
2025,加拿大,19.0,TOP500上榜数
2016,印度,5.0,TOP500上榜数
2017,印度,4.0,TOP500上榜数
2018,印度,4.0,TOP500上榜数
2019,印度,2.0,TOP500上榜数
2020,印度,3.0,TOP500上榜数
2021,印度,3.0,TOP500上榜数
2022,印度,3.0,TOP500上榜数
2023,印度,4.0,TOP500上榜数
2024,印度,6.0,TOP500上榜数
2025,印度,6.0,TOP500上榜数
2016,德国,31.0,TOP500上榜数
2017,德国,21.0,TOP500上榜数
2018,德国,17.0,TOP500上榜数
2019,德国,16.0,TOP500上榜数
2020,德国,17.0,TOP500上榜数
2021,德国,26.0,TOP500上榜数
2022,德国,34.0,TOP500上榜数
2023,德国,36.0,TOP500上榜数
2024,德国,40.0,TOP500上榜数
2025,德国,40.0,TOP500上榜数
2016,日本,27.0,TOP500上榜数
2017,日本,35.0,TOP500上榜数
2018,日本,31.0,TOP500上榜数
2019,日本,29.0,TOP500上榜数
2020,日本,34.0,TOP500上榜数
2021,日本,32.0,TOP500上榜数
2022,日本,31.0,TOP500上榜数
2023,日本,32.0,TOP500上榜数
2024,日本,34.0,TOP500上榜数
2025,日本,43.0,TOP500上榜数
2016,法国,20.0,TOP500上榜数
2017,法国,18.0,TOP500上榜数
2018,法国,18.0,TOP500上榜数
2019,法国,18.0,TOP500上榜数
2020,法国,18.0,TOP500上榜数
2021,法国,19.0,TOP500上榜数
2022,法国,24.0,TOP500上榜数
2023,法国,23.0,TOP500上榜数
2024,法国,24.0,TOP500上榜数
2025,法国,23.0,TOP500上榜数
2016,美国,171.0,TOP500上榜数
2017,美国,143.0,TOP500上榜数
2018,美国,109.0,TOP500上榜数
2019,美国,117.0,TOP500上榜数
2020,美国,113.0,TOP500上榜数
2021,美国,149.0,TOP500上榜数
2022,美国,127.0,TOP500上榜数
2023,美国,161.0,TOP500上榜数
2024,美国,173.0,TOP500上榜数
2025,美国,171.0,TOP500上榜数
2016,英国,13.0,TOP500上榜数
2017,英国,15.0,TOP500上榜数
2018,英国,20.0,TOP500上榜数
2019,英国,11.0,TOP500上榜数
2020,英国,12.0,TOP500上榜数
2021,英国,11.0,TOP500上榜数
2022,英国,15.0,TOP500上榜数
2023,英国,15.0,TOP500上榜数
2024,英国,14.0,TOP500上榜数
2025,英国,9.0,TOP500上榜数
2016,阿联酋,0.0,TOP500上榜数
2017,阿联酋,0.0,TOP500上榜数
2018,阿联酋,0.0,TOP500上榜数
2019,阿联酋,2.0,TOP500上榜数
2020,阿联酋,2.0,TOP500上榜数
2021,阿联酋,2.0,TOP500上榜数
2022,阿联酋,2.0,TOP500上榜数
